TIME_PERIOD;TYPE;UNIT;OPERATION;OBS_VALUE
2011-06;Hard coal;Thousand tonnes;Closing stocks on national territory;3034.000
2011-07;Hard coal;Thousand tonnes;Closing stocks on national territory;2843.000
2011-08;Hard coal;Thousand tonnes;Closing stocks on national territory;2656.000
2011-09;Hard coal;Thousand tonnes;Closing stocks on national territory;2664.000
2011-10;Hard coal;Thousand tonnes;Closing stocks on national territory;2647.000
2011-11;Hard coal;Thousand tonnes;Closing stocks on national territory;2646.000
2011-12;Hard coal;Thousand tonnes;Closing stocks on national territory;3040.000
2012-01;Hard coal;Thousand tonnes;Closing stocks on national territory;3627.000
2012-02;Hard coal;Thousand tonnes;Closing stocks on national territory;4246.000
2012-03;Hard coal;Thousand tonnes;Closing stocks on national territory;4618.000
2012-04;Hard coal;Thousand tonnes;Closing stocks on national territory;5331.000
2012-05;Hard coal;Thousand tonnes;Closing stocks on national territory;5819.000
2012-06;Hard coal;Thousand tonnes;Closing stocks on national territory;6236.000
2012-07;Hard coal;Thousand tonnes;Closing stocks on national territory;6964.000
2012-08;Hard coal;Thousand tonnes;Closing stocks on national territory;7505.000
2012-09;Hard coal;Thousand tonnes;Closing stocks on national territory;7736.000
2012-10;Hard coal;Thousand tonnes;Closing stocks on national territory;8216.000
2012-11;Hard coal;Thousand tonnes;Closing stocks on national territory;8844.000
2012-12;Hard coal;Thousand tonnes;Closing stocks on national territory;8947.000
2013-01;Hard coal;Thousand tonnes;Closing stocks on national territory;9377.000
2013-02;Hard coal;Thousand tonnes;Closing stocks on national territory;9793.000
2013-03;Hard coal;Thousand tonnes;Closing stocks on national territory;9468.000
2013-04;Hard coal;Thousand tonnes;Closing stocks on national territory;9090.000
2013-05;Hard coal;Thousand tonnes;Closing stocks on national territory;8765.000
2013-06;Hard coal;Thousand tonnes;Closing stocks on national territory;9181.000
2013-07;Hard coal;Thousand tonnes;Closing stocks on national territory;9368.000
2013-08;Hard coal;Thousand tonnes;Closing stocks on national territory;9270.000
2013-09;Hard coal;Thousand tonnes;Closing stocks on national territory;8877.000
2013-10;Hard coal;Thousand tonnes;Closing stocks on national territory;8341.000
2013-11;Hard coal;Thousand tonnes;Closing stocks on national territory;7730.000
2013-12;Hard coal;Thousand tonnes;Closing stocks on national territory;7386.000
2014-01;Hard coal;Thousand tonnes;Closing stocks on national territory;7484.000
2014-02;Hard coal;Thousand tonnes;Closing stocks on national territory;8132.000
2014-03;Hard coal;Thousand tonnes;Closing stocks on national territory;8604.000
2014-04;Hard coal;Thousand tonnes;Closing stocks on national territory;8906.000
2014-05;Hard coal;Thousand tonnes;Closing stocks on national territory;9164.000
2014-06;Hard coal;Thousand tonnes;Closing stocks on national territory;9632.000
2014-07;Hard coal;Thousand tonnes;Closing stocks on national territory;10093.000
2014-08;Hard coal;Thousand tonnes;Closing stocks on national territory;10001.000
2014-09;Hard coal;Thousand tonnes;Closing stocks on national territory;9709.000
2014-10;Hard coal;Thousand tonnes;Closing stocks on national territory;9463.000
2014-11;Hard coal;Thousand tonnes;Closing stocks on national territory;8826.000
2014-12;Hard coal;Thousand tonnes;Closing stocks on national territory;8956.000
2015-01;Hard coal;Thousand tonnes;Closing stocks on national territory;8952.000
2015-02;Hard coal;Thousand tonnes;Closing stocks on national territory;9356.000
2015-03;Hard coal;Thousand tonnes;Closing stocks on national territory;9359.000
2015-04;Hard coal;Thousand tonnes;Closing stocks on national territory;8806.000
2015-05;Hard coal;Thousand tonnes;Closing stocks on national territory;7885.000
2015-06;Hard coal;Thousand tonnes;Closing stocks on national territory;7281.000
2015-07;Hard coal;Thousand tonnes;Closing stocks on national territory;7804.000
2015-08;Hard coal;Thousand tonnes;Closing stocks on national territory;7252.000
2015-09;Hard coal;Thousand tonnes;Closing stocks on national territory;7099.000
2015-10;Hard coal;Thousand tonnes;Closing stocks on national territory;7012.000
2015-11;Hard coal;Thousand tonnes;Closing stocks on national territory;6943.000
2015-12;Hard coal;Thousand tonnes;Closing stocks on national territory;6652.000
2016-01;Hard coal;Thousand tonnes;Closing stocks on national territory;6576.000
2016-02;Hard coal;Thousand tonnes;Closing stocks on national territory;7105.000
2016-03;Hard coal;Thousand tonnes;Closing stocks on national territory;6817.000
2016-04;Hard coal;Thousand tonnes;Closing stocks on national territory;5567.000
2016-05;Hard coal;Thousand tonnes;Closing stocks on national territory;5648.000
2016-06;Hard coal;Thousand tonnes;Closing stocks on national territory;6259.000
2016-07;Hard coal;Thousand tonnes;Closing stocks on national territory;6206.000
2016-08;Hard coal;Thousand tonnes;Closing stocks on national territory;6725.000
2016-09;Hard coal;Thousand tonnes;Closing stocks on national territory;4369.000
2016-10;Hard coal;Thousand tonnes;Closing stocks on national territory;3952.000
2016-11;Hard coal;Thousand tonnes;Closing stocks on national territory;3679.000
2016-12;Hard coal;Thousand tonnes;Closing stocks on national territory;3444.000
2017-01;Hard coal;Thousand tonnes;Closing stocks on national territory;3247.442
2017-02;Hard coal;Thousand tonnes;Closing stocks on national territory;3063.854
2017-03;Hard coal;Thousand tonnes;Closing stocks on national territory;3031.088
2017-04;Hard coal;Thousand tonnes;Closing stocks on national territory;3048.093
2017-05;Hard coal;Thousand tonnes;Closing stocks on national territory;2910.405
2017-06;Hard coal;Thousand tonnes;Closing stocks on national territory;2776.637
2017-07;Hard coal;Thousand tonnes;Closing stocks on national territory;2890.457
2017-08;Hard coal;Thousand tonnes;Closing stocks on national territory;2890.220
2017-09;Hard coal;Thousand tonnes;Closing stocks on national territory;3037.499
2017-10;Hard coal;Thousand tonnes;Closing stocks on national territory;3205.141
2017-11;Hard coal;Thousand tonnes;Closing stocks on national territory;3204.630
2017-12;Hard coal;Thousand tonnes;Closing stocks on national territory;2615.851
2018-01;Hard coal;Thousand tonnes;Closing stocks on national territory;2706.688
2018-02;Hard coal;Thousand tonnes;Closing stocks on national territory;2979.663
2018-03;Hard coal;Thousand tonnes;Closing stocks on national territory;2973.418
2018-04;Hard coal;Thousand tonnes;Closing stocks on national territory;2969.459
2018-05;Hard coal;Thousand tonnes;Closing stocks on national territory;3147.936
2018-06;Hard coal;Thousand tonnes;Closing stocks on national territory;3244.663
2018-07;Hard coal;Thousand tonnes;Closing stocks on national territory;3097.562
2018-08;Hard coal;Thousand tonnes;Closing stocks on national territory;2984.351
2018-09;Hard coal;Thousand tonnes;Closing stocks on national territory;2789.332
2018-10;Hard coal;Thousand tonnes;Closing stocks on national territory;2955.868
2018-11;Hard coal;Thousand tonnes;Closing stocks on national territory;3411.540
2018-12;Hard coal;Thousand tonnes;Closing stocks on national territory;3347.708
2019-01;Hard coal;Thousand tonnes;Closing stocks on national territory;3079.298
2019-02;Hard coal;Thousand tonnes;Closing stocks on national territory;3010.417
2019-03;Hard coal;Thousand tonnes;Closing stocks on national territory;3517.356
2019-04;Hard coal;Thousand tonnes;Closing stocks on national territory;4178.991
2019-05;Hard coal;Thousand tonnes;Closing stocks on national territory;5042.140
2019-06;Hard coal;Thousand tonnes;Closing stocks on national territory;5318.943
2019-07;Hard coal;Thousand tonnes;Closing stocks on national territory;5766.725
2019-08;Hard coal;Thousand tonnes;Closing stocks on national territory;6245.387
2019-09;Hard coal;Thousand tonnes;Closing stocks on national territory;6044.468
2019-10;Hard coal;Thousand tonnes;Closing stocks on national territory;5871.920
2019-11;Hard coal;Thousand tonnes;Closing stocks on national territory;5964.464
2019-12;Hard coal;Thousand tonnes;Closing stocks on national territory;6460.338
2020-01;Hard coal;Thousand tonnes;Closing stocks on national territory;7487.104
2020-02;Hard coal;Thousand tonnes;Closing stocks on national territory;8199.674
2020-03;Hard coal;Thousand tonnes;Closing stocks on national territory;8538.722
2020-04;Hard coal;Thousand tonnes;Closing stocks on national territory;8834.465
2020-05;Hard coal;Thousand tonnes;Closing stocks on national territory;8496.413
2020-06;Hard coal;Thousand tonnes;Closing stocks on national territory;8291.837
2020-07;Hard coal;Thousand tonnes;Closing stocks on national territory;9120.903
2020-08;Hard coal;Thousand tonnes;Closing stocks on national territory;9438.507
2020-09;Hard coal;Thousand tonnes;Closing stocks on national territory;9830.544
2020-10;Hard coal;Thousand tonnes;Closing stocks on national territory;8754.032
2020-11;Hard coal;Thousand tonnes;Closing stocks on national territory;8493.501
2020-12;Hard coal;Thousand tonnes;Closing stocks on national territory;8397.784
2021-01;Hard coal;Thousand tonnes;Closing stocks on national territory;8388.667
2021-02;Hard coal;Thousand tonnes;Closing stocks on national territory;7895.337
2021-03;Hard coal;Thousand tonnes;Closing stocks on national territory;7487.829
2021-04;Hard coal;Thousand tonnes;Closing stocks on national territory;7231.485
2021-05;Hard coal;Thousand tonnes;Closing stocks on national territory;7210.690
2021-06;Hard coal;Thousand tonnes;Closing stocks on national territory;6989.137
2021-07;Hard coal;Thousand tonnes;Closing stocks on national territory;6422.146
2021-08;Hard coal;Thousand tonnes;Closing stocks on national territory;5904.560
2021-09;Hard coal;Thousand tonnes;Closing stocks on national territory;4768.169
2021-10;Hard coal;Thousand tonnes;Closing stocks on national territory;4993.062
2021-11;Hard coal;Thousand tonnes;Closing stocks on national territory;4252.115
2021-12;Hard coal;Thousand tonnes;Closing stocks on national territory;4239.936
2022-01;Hard coal;Thousand tonnes;Closing stocks on national territory;4301.920
2022-02;Hard coal;Thousand tonnes;Closing stocks on national territory;4238.786
2022-03;Hard coal;Thousand tonnes;Closing stocks on national territory;4253.952
2022-04;Hard coal;Thousand tonnes;Closing stocks on national territory;4306.501
2022-05;Hard coal;Thousand tonnes;Closing stocks on national territory;4422.604
2022-06;Hard coal;Thousand tonnes;Closing stocks on national territory;4971.682
2022-07;Hard coal;Thousand tonnes;Closing stocks on national territory;5289.633
2022-08;Hard coal;Thousand tonnes;Closing stocks on national territory;6039.282
2022-09;Hard coal;Thousand tonnes;Closing stocks on national territory;7034.515
2022-10;Hard coal;Thousand tonnes;Closing stocks on national territory;8634.288
2022-11;Hard coal;Thousand tonnes;Closing stocks on national territory;10293.678
2022-12;Hard coal;Thousand tonnes;Closing stocks on national territory;11165.282
2023-01;Hard coal;Thousand tonnes;Closing stocks on national territory;12057.873
2023-02;Hard coal;Thousand tonnes;Closing stocks on national territory;12457.886
2023-03;Hard coal;Thousand tonnes;Closing stocks on national territory;13650.000
2023-04;Hard coal;Thousand tonnes;Closing stocks on national territory;14132.886
2023-05;Hard coal;Thousand tonnes;Closing stocks on national territory;15363.444
2023-06;Hard coal;Thousand tonnes;Closing stocks on national territory;16803.765
2023-07;Hard coal;Thousand tonnes;Closing stocks on national territory;17500.842
2023-08;Hard coal;Thousand tonnes;Closing stocks on national territory;18263.063
2023-09;Hard coal;Thousand tonnes;Closing stocks on national territory;18483.654
2023-10;Hard coal;Thousand tonnes;Closing stocks on national territory;18722.263
2023-11;Hard coal;Thousand tonnes;Closing stocks on national territory;19313.823
2023-12;Hard coal;Thousand tonnes;Closing stocks on national territory;18836.823
2024-01;Hard coal;Thousand tonnes;Closing stocks on national territory;18614.736
2024-02;Hard coal;Thousand tonnes;Closing stocks on national territory;19413.877
2024-03;Hard coal;Thousand tonnes;Closing stocks on national territory;19271.732
2024-04;Hard coal;Thousand tonnes;Closing stocks on national territory;19250.143
2024-05;Hard coal;Thousand tonnes;Closing stocks on national territory;19655.456
2024-06;Hard coal;Thousand tonnes;Closing stocks on national territory;19798.756
2024-07;Hard coal;Thousand tonnes;Closing stocks on national territory;20480.243
2024-08;Hard coal;Thousand tonnes;Closing stocks on national territory;20713.974
2024-09;Hard coal;Thousand tonnes;Closing stocks on national territory;20763.383
2024-10;Hard coal;Thousand tonnes;Closing stocks on national territory;21340.737
2024-11;Hard coal;Thousand tonnes;Closing stocks on national territory;21310.727
2024-12;Hard coal;Thousand tonnes;Closing stocks on national territory;20760.875
2025-01;Hard coal;Thousand tonnes;Closing stocks on national territory;20530.344
2025-02;Hard coal;Thousand tonnes;Closing stocks on national territory;20150.625
2025-03;Hard coal;Thousand tonnes;Closing stocks on national territory;20210.765
2025-04;Hard coal;Thousand tonnes;Closing stocks on national territory;20150.654
2025-05;Hard coal;Thousand tonnes;Closing stocks on national territory;20172.455
2025-06;Hard coal;Thousand tonnes;Closing stocks on national territory;20255.534
2025-07;Hard coal;Thousand tonnes;Closing stocks on national territory;20415.783
2025-08;Hard coal;Thousand tonnes;Closing stocks on national territory;20585.844
2008-01;Brown coal;Thousand tonnes;Closing stocks on national territory;346.000
2008-02;Brown coal;Thousand tonnes;Closing stocks on national territory;246.000
2008-03;Brown coal;Thousand tonnes;Closing stocks on national territory;374.000
2008-04;Brown coal;Thousand tonnes;Closing stocks on national territory;134.000
2008-05;Brown coal;Thousand tonnes;Closing stocks on national territory;157.000
2008-06;Brown coal;Thousand tonnes;Closing stocks on national territory;281.000
2008-07;Brown coal;Thousand tonnes;Closing stocks on national territory;124.000
2008-08;Brown coal;Thousand tonnes;Closing stocks on national territory;370.000
2008-09;Brown coal;Thousand tonnes;Closing stocks on national territory;392.000
2008-10;Brown coal;Thousand tonnes;Closing stocks on national territory;368.000
